tid,lat,lon,day,hour,payment_type,pickup_dropoff,tid2,tid3
115080,40.768388,-73.98475,20,1,1,0,852,831
115090,40.759332,-73.96575,20,3,3,1,852,831
115090,40.76159,-73.949898,20,3,3,0,852,831
115100,40.727528,-74.00154499999998,20,3,1,1,852,831
115100,40.725213,-73.99705299999998,20,3,3,0,852,831
115110,40.763537,-73.996177,12,10,1,1,852,831
115110,40.641517,-73.788882,12,11,3,0,852,831
115120,40.751863,-73.970162,20,0,3,1,853,831
115120,40.756622,-73.96737799999998,20,0,1,0,853,831
115130,40.789085,-73.954893,9,10,3,1,853,831
115130,40.75562,-73.97944699999998,9,10,3,0,853,831
115140,40.793182,-73.97467299999998,10,16,1,1,853,831
115140,40.762763,-73.96773299999998,10,16,3,0,853,831
115150,40.723372,-73.98845799999998,20,7,3,1,853,831
115150,40.75003,-73.99476799999998,20,7,1,0,853,831
115160,40.736062,-73.997827,9,10,1,1,853,831
115160,40.775795,-73.962557,9,11,3,0,853,831
115170,40.750402,-73.991715,20,7,1,1,853,831
115170,40.729703,-73.99675499999998,20,7,3,0,853,831
115180,40.803495,-73.965123,20,7,1,1,853,831
115180,40.805047,-73.939107,20,7,1,0,853,831
115190,40.751063,-73.99387799999998,20,7,3,1,853,831
115190,40.753253,-73.992382,20,7,3,0,853,831
115200,40.75727,-73.96671999999998,23,14,3,1,853,832
115200,40.72877,-73.98764699999998,23,15,1,0,853,832
115210,40.760325,-73.981682,23,18,3,1,853,832
115210,40.75175,-73.982383,23,18,1,0,853,832
115220,40.723388,-74.00811,19,21,1,1,853,832
115220,40.72469,-73.99424999999998,19,21,3,0,853,832
115230,40.789095,-73.97595699999998,26,19,3,1,853,832
115230,40.75835,-74.000573,26,19,3,0,853,832
115240,40.741695,-73.98308299999998,27,19,3,1,853,832
115240,40.738723,-73.987482,27,19,1,0,853,832
115250,40.76523,-73.98765799999998,20,3,1,1,853,832
115250,40.755455,-73.994907,20,3,1,0,854,832
115260,40.725105,-73.99942699999998,22,19,3,1,854,832
115260,40.779637,-73.98456,22,19,1,0,854,832
115270,40.745922,-74.005573,27,22,1,1,854,832
115270,40.754413,-73.993025,27,22,3,0,854,832
115280,40.757007,-73.977687,19,9,1,1,854,832
115280,40.747183,-73.979405,19,9,1,0,854,832
115290,40.750132,-73.974187,27,20,1,1,854,832
115290,40.730673,-73.992113,27,20,1,0,854,832
115300,40.74342,-73.97283299999998,26,19,1,1,854,832
115300,40.726232,-73.99280299999998,26,19,3,0,854,832
115310,40.750573,-73.99084,14,2,3,1,854,832
115310,40.796638,-73.94879299999998,14,2,3,0,854,832
115320,40.774515,-73.96382,28,22,3,1,854,832
115320,40.784223,-73.970205,28,22,1,0,854,832
115330,40.769803,-73.86236499999998,23,17,1,1,854,832
115330,40.78639,-73.969685,23,18,1,0,854,832
115340,40.759472,-73.99143499999998,11,7,3,1,854,832
115340,40.740733,-73.987038,11,7,1,0,854,832
115350,40.741948,-74.004552,22,0,3,1,854,832
115350,40.702375,-74.012977,22,0,1,0,854,833
115360,40.783865,-73.950417,26,22,3,1,854,833
115360,40.755885,-73.97266999999998,26,23,3,0,854,833
115370,40.768408,-73.957188,23,15,3,1,854,833
115370,40.773425,-73.959232,23,15,3,0,854,833
115380,40.744073,-73.99213799999998,13,18,3,1,854,833
115380,40.74554,-74.005678,13,18,1,0,854,833
115390,40.781112,-73.956173,23,18,1,1,855,833
115390,40.759925,-73.97474699999998,23,18,3,0,855,833
115400,40.716613,-74.00980699999998,23,20,3,1,855,833
115400,40.775615,-73.950252,23,21,3,0,855,833
115410,40.764493,-73.984987,11,7,1,1,855,833
115410,40.760512,-73.971393,11,7,3,0,855,833
115420,40.779328,-73.955725,28,0,1,1,855,833
115420,40.76305,-73.98305999999998,28,0,1,0,855,833
115430,40.743005,-73.99254,23,19,1,1,855,833
115430,40.737577,-73.990032,23,19,1,0,855,833
115440,40.751422,-73.976043,10,22,1,1,855,833
115440,40.724433,-73.98766,10,22,1,0,855,833
115450,40.775862,-73.987477,10,12,3,1,855,833
115450,40.74133,-73.98139299999998,10,12,1,0,855,833
115460,40.794265,-73.971233,13,23,3,1,855,834
115460,40.777563,-73.947055,13,23,3,0,855,834
115470,40.767697,-73.985273,12,12,3,1,855,834
115470,40.763755,-73.977957,12,12,3,0,855,834
115480,40.734597,-73.99006699999998,19,19,3,1,855,834
115480,40.743247,-74.007523,19,19,3,0,855,834
115490,40.791702,-73.964877,20,7,3,1,855,834
115490,40.785417,-73.954103,20,7,3,0,855,834
115500,40.756702,-73.982315,20,8,3,1,855,834
115500,40.754888,-73.97298,20,8,3,0,855,834
115510,40.754875,-73.97159499999998,27,14,3,1,855,834
115510,40.727017,-74.00367,27,15,3,0,855,834
115520,40.752337,-73.981665,19,14,3,1,855,834
115520,40.760753,-73.970297,19,14,3,0,856,834
115530,40.737343,-73.988712,22,10,3,1,856,834
115530,40.760948,-73.97289499999998,22,10,3,0,856,834
115540,40.73886,-73.993898,22,0,3,1,856,834
115540,40.729865,-73.988847,22,0,3,0,856,834
115550,40.744042,-73.976507,22,16,3,1,856,834
115550,40.7289,-73.984272,22,17,3,0,856,834
115560,40.775317,-73.945272,9,21,3,1,856,834
115560,40.734118,-73.98837,9,21,1,0,856,834
115570,40.787682,-73.97507,19,0,3,1,856,834
115570,40.777542,-73.95905,19,0,3,0,856,834
115580,40.775212,-73.95667299999998,8,17,1,1,856,834
115580,40.74412,-73.97202,8,17,3,0,856,834
115590,40.712487,-73.993358,9,7,3,1,856,834
115590,40.714512,-74.013407,9,7,3,0,856,834
115600,40.777187,-73.95042999999998,9,23,3,1,856,834
115600,40.78241,-73.97243299999998,9,23,3,0,856,834
115610,40.779672,-73.982955,13,12,3,1,856,834
115610,40.771295,-73.95985,13,12,1,0,856,834
115620,40.745483,-73.98677999999998,28,21,3,1,856,834
115620,40.73378,-73.99096299999998,28,21,1,0,856,834
115630,40.758487,-73.969668,10,13,1,1,856,834
115630,40.763482,-73.97175799999998,10,13,1,0,856,834
115640,40.740572,-74.00537199999998,9,22,3,1,856,834
115640,40.717517,-73.99042,9,22,3,0,856,834
115650,40.767678,-73.964197,8,19,3,1,856,834
115650,40.752532,-73.97511299999998,8,19,1,0,856,835
115660,40.746158,-73.97171199999998,27,19,3,1,857,835
115660,40.73492,-73.85063499999998,27,19,3,0,857,835
115670,40.763667,-73.967715,8,19,1,1,857,835
115670,40.719498,-73.986542,8,19,3,0,857,835
115680,40.762263,-73.96834,10,17,3,1,857,835
115680,40.750337,-73.979192,10,17,1,0,857,835
115690,40.740745,-73.986033,19,19,1,1,857,835
115690,40.7069,-74.00785299999998,19,19,1,0,857,835
115700,40.747388,-73.99691799999998,8,19,1,1,857,835
115700,40.753812,-73.997493,8,19,3,0,857,835
115710,40.754848,-73.984312,20,0,3,1,857,835
115710,40.745988,-73.99429499999998,20,0,1,0,857,835
115720,40.720538,-73.994685,20,0,3,1,857,835
115720,40.732352,-73.99628199999998,20,0,3,0,857,835
115730,40.645173,-73.776767,19,8,3,1,857,835
115730,40.71263,-73.81185499999998,19,9,3,0,857,835
115740,40.7392,-73.994417,19,22,3,1,857,835
115740,40.726035,-73.989462,19,22,1,0,857,835
115750,40.725208,-73.978048,20,0,3,1,857,835
115750,40.721082,-73.987678,20,0,3,0,857,835
115760,40.763443,-73.988827,20,0,1,1,857,835
115760,40.762972,-73.956652,20,0,1,0,857,835
115770,40.786983,-73.97775699999998,20,0,1,1,857,836
115770,40.793035,-73.968052,20,0,1,0,857,836
115780,40.709608,-74.00811799999998,20,0,3,1,857,836
115780,40.721258,-73.994427,20,0,3,0,857,836
115790,40.75934,-73.976965,19,21,3,1,857,836
115790,40.643928,-73.782948,19,22,3,0,858,836
115800,40.778238,-73.982372,20,0,1,1,858,836
115800,40.777653,-73.946202,20,0,3,0,858,836
115810,40.763263,-73.978368,20,0,3,1,858,836
115810,40.7682,-73.98939799999998,20,0,3,0,858,836
115820,40.764802,-73.98801299999998,19,22,3,1,858,836
115820,40.745618,-74.001883,19,22,3,0,858,836
115830,40.780883,-73.958895,19,22,3,1,858,836
115830,40.779412,-73.98838,19,22,1,0,858,836
115840,40.733778,-74.002652,19,22,1,1,858,836
115840,40.719303,-74.00407199999998,19,22,3,0,858,836
115850,40.720043,-73.98827799999998,20,0,3,1,858,836
115850,40.751325,-73.972205,20,0,3,0,858,836
115860,40.741958,-73.997242,20,0,1,1,858,836
115860,40.741037,-74.00765,20,0,3,0,858,836
115870,40.750892,-73.987482,19,22,3,1,858,836
115870,40.75098,-73.989748,19,22,3,0,858,836
115880,40.760968,-73.97540499999998,19,21,1,1,858,836
115880,40.72635,-74.00337299999998,19,22,1,0,858,836
115890,40.741327,-73.993018,20,0,3,1,858,836
115890,40.733892,-74.002583,20,0,1,0,858,836
115900,40.719362,-73.99730499999998,19,22,3,1,858,836
115900,40.722237,-74.000263,19,22,3,0,858,836
115910,40.741922,-73.97465699999998,19,21,1,1,858,836
115910,40.69468,-73.994408,19,22,1,0,858,836
115920,40.750988,-74.001785,13,3,3,1,858,836
115920,40.824382,-73.948143,13,3,3,0,858,836
115930,40.75391,-73.970352,10,10,3,1,859,836
115930,40.703045,-74.014182,10,10,3,0,859,836
115940,40.72479,-73.981408,10,14,3,1,859,836
115940,40.725178,-73.981308,10,15,1,0,859,836
115950,40.78263,-73.972983,8,15,3,1,859,836
115950,40.761768,-73.970798,8,15,1,0,859,836
115960,40.74762,-73.976977,9,22,3,1,859,836
115960,40.758148,-73.96915799999998,9,22,3,0,859,836
115970,40.771838,-73.95906499999998,8,16,1,1,859,837
115970,40.800072,-73.969685,8,16,3,0,859,837
115980,40.763805,-73.97046799999998,11,12,3,1,859,837
115980,40.775577,-73.96270199999998,11,12,3,0,859,837
115990,40.714788,-74.009387,11,19,1,1,859,837
115990,40.679748,-73.997207,11,19,3,0,859,837
116000,40.722557,-73.98668,13,13,3,1,859,837
116000,40.751785,-73.976792,13,13,3,0,859,837
116010,40.72469,-73.99387799999998,9,16,1,1,859,837
116010,40.74004,-73.998543,9,17,3,0,859,837
116020,40.73173,-73.98557499999998,14,0,3,1,859,837
116020,40.74808,-73.978538,14,0,1,0,859,837
116030,40.741087,-74.007372,9,19,3,1,859,837
116030,40.75595,-73.990527,9,20,3,0,859,837
116040,40.717555,-74.00694799999998,11,11,3,1,859,837
116040,40.712033,-74.013137,11,12,1,0,859,837
116050,40.742057,-73.99664,11,9,1,1,859,837
116050,40.76133,-73.968885,11,10,3,0,859,837
116060,40.764183,-73.97290499999998,14,17,1,1,859,837
116060,40.745085,-73.994437,14,17,3,0,860,837
116070,40.773833,-73.981207,11,11,1,1,860,837
116070,40.780222,-73.97520199999998,11,11,3,0,860,837
116080,40.755212,-73.965227,14,13,1,1,860,837
116080,40.803328,-73.96467,14,13,3,0,860,837
116090,40.75752,-73.97333,9,18,1,1,860,837
116090,40.74124,-73.993255,9,18,3,0,860,837
116100,40.746903,-73.973937,9,17,1,1,860,837
116100,40.780105,-73.957622,9,17,1,0,860,837
116110,40.791408,-73.974252,11,17,3,1,860,837
116110,40.777737,-73.955702,11,17,3,0,860,837
116120,40.729658,-73.989778,20,2,1,1,860,837
116120,40.747872,-73.981092,20,2,3,0,860,837
116130,40.740378,-74.005713,20,2,3,1,860,837
116130,40.769825,-73.984493,20,2,3,0,860,837
116140,40.747788,-74.000513,8,14,3,1,860,837
116140,40.736613,-73.995047,8,14,3,0,860,838
116150,40.776168,-73.961808,9,14,3,1,860,838
116150,40.785175,-73.97885499999998,9,15,1,0,860,838
116160,40.718842,-73.975097,20,2,1,1,860,838
116160,40.676408,-73.96271799999998,20,2,3,0,860,838
116170,40.727202,-73.991498,20,2,1,1,860,838
116170,40.72545,-73.980303,20,2,3,0,860,838
116180,40.746418,-73.997648,20,2,1,1,860,838
116180,40.726357,-73.989327,20,2,3,0,860,838
116190,40.875862,-73.79801,20,2,1,1,860,838
116190,40.869497,-73.79688799999998,20,2,3,0,860,838
116200,40.721172,-73.980947,20,2,3,1,861,838
116200,40.678303,-73.962175,20,2,1,0,861,838
116210,40.736655,-74.005367,9,13,1,1,861,838
116210,40.723263,-74.00498299999998,9,13,1,0,861,838
116220,40.734897,-74.00828699999998,20,2,1,1,861,838
116220,40.782512,-73.984723,20,2,3,0,861,839
116230,40.784003,-73.95228299999998,19,8,3,1,861,839
116230,40.769397,-73.950142,19,8,3,0,861,839
116240,40.745728,-73.99360299999998,19,21,1,1,861,839
116240,40.729527,-73.989372,19,21,3,0,861,839
116250,40.74299,-73.99267999999998,10,21,1,1,861,839
116250,40.733355,-73.99553199999998,10,21,1,0,861,839
116260,40.724778,-73.98443799999998,19,8,3,1,861,839
116260,40.741972,-73.98719,19,8,3,0,861,839
116270,40.761665,-73.965368,19,8,3,1,861,839
116270,40.761158,-73.978437,19,8,3,0,861,839
116280,40.723163,-73.98961799999998,20,2,3,1,861,839
116280,40.735098,-73.99154,20,2,1,0,861,839
116290,40.72495,-74.00154499999998,14,21,3,1,861,839
116290,40.732095,-73.98214299999998,14,21,1,0,861,839
116300,40.758678,-73.985302,20,2,3,1,861,839
116300,40.758678,-73.985302,20,2,1,0,861,839
116310,40.739778,-74.00532,20,2,1,1,861,839
116310,40.708285,-74.00564,20,2,1,0,861,839
116320,40.736777,-73.989457,19,18,3,1,861,839
116320,40.755623,-73.983613,19,18,3,0,861,839
116330,40.770787,-73.96020199999998,19,18,3,1,861,839
116330,40.787372,-73.9547,19,18,3,0,862,839
116340,40.759367,-73.917225,24,18,1,1,862,839
116340,40.765072,-73.909225,24,19,3,0,862,839
116350,40.745998,-73.981682,19,18,1,1,862,839
116350,40.78186,-73.981128,19,18,3,0,862,839
116360,40.728855,-73.984263,19,18,3,1,862,839
116360,40.721437,-73.984105,19,18,3,0,862,839
116370,40.762092,-73.96007,19,18,3,1,862,839
116370,40.752737,-73.970538,19,18,3,0,862,839
116380,40.776352,-73.960037,19,18,1,1,862,839
116380,40.771368,-73.98146,19,18,3,0,862,839
116390,40.738535,-73.99200999999998,19,14,3,1,862,840
116390,40.722985,-73.98274999999998,19,14,3,0,862,840
116400,40.770715,-73.907613,19,14,3,1,862,840
116400,40.753968,-73.919618,19,14,1,0,862,840
116410,40.762162,-73.98383,19,14,1,1,862,840
116410,40.748722,-73.977303,19,14,3,0,862,840
116420,40.784948,-73.973462,19,14,3,1,862,840
116420,40.798333,-73.968995,19,14,3,0,862,840
116430,40.767743,-73.98565999999998,19,18,3,1,862,840
116430,40.749815,-73.993155,19,18,3,0,862,840
116440,40.721275,-74.008373,19,18,3,1,862,840
116440,40.729017,-74.005052,19,18,3,0,862,840
116450,40.72662,-73.99414,19,23,3,1,862,840
116450,40.77344,-73.98107299999998,19,23,3,0,862,840
116460,40.721598,-73.995497,19,23,1,1,862,840
116460,40.766488,-73.960678,19,23,3,0,862,840
116470,40.81075,-73.952698,19,18,3,1,863,840
116470,40.788792,-73.974092,19,18,1,0,863,840
116480,40.72933,-73.98082999999998,19,18,3,1,863,840
116480,40.75212,-73.976073,19,18,1,0,863,840
116490,40.782457,-73.948492,19,23,3,1,863,840
116490,40.771453,-73.95663999999998,19,23,1,0,863,840
116500,40.740735,-74.00519799999998,19,23,1,1,863,840
116500,40.730995,-74.004388,19,23,3,0,863,840
116510,40.767585,-73.985985,19,23,3,1,863,840
116510,40.742193,-73.98343,19,23,3,0,863,840
116520,40.776333,-73.95784999999998,19,23,3,1,863,840
116520,40.774127,-73.961692,19,23,3,0,863,840
116530,40.760735,-73.98292999999998,19,21,3,1,863,841
116530,40.747282,-73.97404,19,21,3,0,863,841
116540,40.760495,-73.99474999999998,20,0,3,1,863,841
116540,40.762377,-73.99024,20,0,3,0,863,841
116550,40.729363,-73.99728,19,21,3,1,863,841
116550,40.727027,-74.002723,19,21,3,0,863,841
116560,40.762353,-73.96794699999998,19,21,3,1,863,841
116560,40.752647,-73.969907,19,21,1,0,863,841
116570,40.765912,-73.987312,20,0,1,1,863,841
116570,40.728793,-74.00022,20,0,3,0,863,841
116580,40.75628,-73.96761999999998,20,0,3,1,863,841
116580,40.762412,-73.971557,20,0,1,0,863,841
116590,40.738043,-74.004103,19,21,3,1,863,841
116590,40.735722,-74.009742,19,21,1,0,863,841
116600,40.720102,-73.98739,19,21,3,1,863,841
116600,40.725747,-73.99203799999998,19,21,1,0,864,841
116610,40.732588,-74.008503,20,0,3,1,864,841
116610,40.719173,-73.961355,20,0,1,0,864,841
116620,40.768797,-73.982065,20,0,1,1,864,842
116620,40.804905,-73.96235199999998,20,0,1,0,864,842
116630,40.7406,-74.00789,19,21,1,1,864,842
116630,40.725467,-73.993052,19,21,1,0,864,842
116640,40.76865,-73.98479299999998,20,0,1,1,864,842
116640,40.749908,-73.991487,20,0,3,0,864,842
116650,40.79801,-73.98707299999998,19,22,3,1,864,842
116650,40.676017,-73.96137799999998,19,23,3,0,864,842
116660,40.720398,-74.01032499999998,19,22,3,1,864,842
116660,40.70891,-74.012748,19,22,1,0,864,842
116670,40.747835,-73.985095,20,0,3,1,864,842
116670,40.765872,-73.961445,20,0,1,0,864,842
116680,40.7396,-73.97923199999998,19,5,3,1,864,842
116680,40.743037,-73.985147,19,5,3,0,864,842
116690,40.793853,-73.963222,19,19,3,1,864,842
116690,40.740037,-73.984577,19,19,3,0,864,842
116700,40.762317,-73.982347,19,19,3,1,864,842
116700,40.740343,-74.006072,19,19,3,0,864,842
116710,40.736897,-73.988325,20,0,3,1,864,842
116710,40.745027,-73.990278,20,0,1,0,864,842
116720,40.757057,-73.989762,19,23,3,1,864,842
116720,40.794515,-73.973387,19,23,1,0,864,842
116730,40.68975,-73.981403,19,23,1,1,864,842
116730,40.688765,-73.96038299999998,19,23,1,0,864,842
116740,40.759825,-73.99161499999998,19,23,3,1,865,842
116740,40.711743,-73.963025,19,23,3,0,865,842
116750,40.731228,-73.988765,19,23,1,1,865,842
116750,40.718773,-73.99077,19,23,1,0,865,842
116760,40.73948,-73.995227,19,18,3,1,865,842
116760,40.7357,-74.004968,19,18,1,0,865,842
116770,40.783562,-73.974417,19,17,1,1,865,842
116770,40.736912,-73.997747,19,18,3,0,865,842
116780,40.76128,-73.957648,19,14,1,1,865,842
116780,40.75691,-73.99015799999998,19,14,1,0,865,842
116790,40.765798,-73.995012,19,23,1,1,865,842
116790,40.753053,-74.003828,19,23,3,0,865,842
116800,40.789852,-73.971895,19,23,3,1,865,843
116800,40.763877,-73.978307,19,23,3,0,865,843
116810,40.728692,-73.99691199999998,19,15,1,1,865,843
116810,40.71965,-73.990425,19,16,3,0,865,843
116820,40.802422,-73.967842,19,7,3,1,865,843
116820,40.728435,-73.983857,19,8,1,0,865,843
116830,40.732658,-73.97449299999998,19,8,1,1,865,843
116830,40.706678,-74.0025,19,8,3,0,865,843
116840,40.761762,-73.961273,19,14,3,1,865,843
116840,40.760225,-73.97168499999998,19,14,1,0,865,843
116850,40.759535,-73.987503,19,8,1,1,865,843
116850,40.747983,-73.981458,19,8,1,0,865,843
116860,40.761295,-73.986168,19,23,3,1,865,843
116860,40.790818,-73.843807,19,23,3,0,865,843
116870,40.752232,-73.898387,19,7,3,1,865,843
116870,40.754503,-73.898943,19,8,1,0,866,843
116880,40.7824,-73.980895,19,8,3,1,866,843
116880,40.743123,-73.988327,19,8,1,0,866,843
116890,40.715703,-74.004622,19,8,1,1,866,843
116890,40.707535,-74.00657699999998,19,8,3,0,866,843
116900,40.78874,-73.95510299999998,19,14,3,1,866,843
116900,40.790432,-73.979303,19,14,1,0,866,843
116910,40.793093,-73.94062499999998,19,8,1,1,866,843
116910,40.69404,-73.98733799999998,19,8,1,0,866,843
116920,40.781293,-73.979622,20,10,3,1,866,843
116920,40.774852,-73.978862,20,10,1,0,866,843
116930,40.776998,-73.959832,19,22,3,1,866,843
116930,40.780605,-73.95877799999998,19,22,1,0,866,843
116940,40.755065,-73.967888,19,22,1,1,866,843
116940,40.751007,-73.98207499999998,19,22,3,0,866,843
116950,40.740318,-74.005775,19,22,1,1,866,843
116950,40.760077,-73.98540699999998,19,22,1,0,866,843
116960,40.74764,-73.98916,19,22,3,1,866,843
116960,40.75938,-73.969797,19,22,3,0,866,843
116970,40.743153,-73.98007,19,22,1,1,866,843
116970,40.773805,-73.948637,19,22,3,0,866,843
116980,40.759385,-73.996592,19,22,1,1,866,843
116980,40.74101,-74.005123,19,22,1,0,866,843
116990,40.64123,-73.786427,20,10,1,1,866,843
116990,40.730215,-73.729725,20,10,3,0,866,844
117000,40.757158,-73.97761199999998,19,22,1,1,866,844
117000,40.756068,-73.99096,19,22,1,0,866,844
117010,40.752395,-73.986902,20,10,3,1,867,844
117010,40.750365,-73.991253,20,10,3,0,867,844
117020,40.74943,-73.97175699999998,19,22,3,1,867,844
117020,40.760383,-73.97956,19,22,3,0,867,844
117030,40.756042,-73.96761499999998,19,21,3,1,867,844
117030,40.784272,-73.97750499999998,19,22,3,0,867,844
117040,40.735667,-73.99280799999998,20,10,1,1,867,844
117040,40.785598,-73.97651,20,10,1,0,867,844
117050,40.769097,-73.86278299999998,23,10,1,1,867,844
117050,40.75772,-73.98219,23,11,3,0,867,844
117060,40.80792,-73.964,20,1,3,1,867,844
117060,40.780028,-73.95864,20,1,3,0,867,844
117070,40.773965,-73.874578,22,22,1,1,867,844
117070,40.809705,-73.95894699999998,22,22,1,0,867,844
117080,40.74106,-74.005103,20,0,3,1,867,844
117080,40.764172,-73.923113,20,1,1,0,867,844
117090,40.754933,-73.980025,25,9,3,1,867,844
117090,40.708652,-74.013175,25,10,3,0,867,844
117100,40.809443,-73.959247,23,17,3,1,867,844
117100,40.773178,-73.954907,23,17,1,0,867,844
117110,40.759325,-73.972617,14,22,1,1,867,844
117110,40.748155,-73.991755,14,23,1,0,867,844
117120,40.763682,-73.95899699999998,19,15,3,1,867,844
117120,40.769652,-73.96907,19,15,1,0,867,844
117130,40.771657,-73.965215,19,15,1,1,867,844
117130,40.76644,-73.951543,19,15,1,0,867,844
117140,40.784258,-73.950125,19,22,3,1,867,844
117140,40.786278,-73.956922,19,22,1,0,868,844
117150,40.858442,-73.88489,19,14,3,1,868,844
117150,40.761115,-73.973003,19,15,3,0,868,844
117160,40.761833,-73.966313,19,14,3,1,868,844
117160,40.772212,-73.95021199999998,19,15,3,0,868,844
117170,40.781443,-73.96042699999998,19,14,1,1,868,844
117170,40.759982,-73.97216199999998,19,15,3,0,868,844
117180,40.78193,-73.97569699999998,19,22,3,1,868,844
117180,40.791998,-73.967723,19,22,3,0,868,844
117190,40.727728,-74.009493,19,14,1,1,868,844
117190,40.74984,-73.97472,19,15,3,0,868,845
117200,40.77537,-73.95646499999998,19,15,3,1,868,845
117200,40.779805,-73.94695299999998,19,15,3,0,868,845
117210,40.638723,-73.783067,19,14,1,1,868,845
117210,40.69021,-73.99024,19,15,3,0,868,845
117220,40.776093,-73.962255,19,22,3,1,868,845
117220,40.782417,-73.975482,19,22,3,0,868,845
117230,40.738482,-73.989627,19,21,1,1,868,845
117230,40.734197,-74.002475,19,21,3,0,868,845
117240,40.779942,-73.961695,19,14,3,1,868,845
117240,40.749625,-73.99222,19,15,3,0,868,845
117250,40.752327,-73.977233,19,15,1,1,868,845
117250,40.767992,-73.966083,19,15,1,0,868,845
117260,40.727625,-73.991417,19,21,1,1,868,845
117260,40.672168,-73.943095,19,22,3,0,868,845
117270,40.761478,-73.99957999999998,19,14,3,1,868,845
117270,40.77028,-73.96014499999998,19,15,1,0,868,845
117280,40.749657,-73.98444999999998,19,22,1,1,869,846
117280,40.78159,-73.94981,19,22,1,0,869,846
117290,40.7355,-73.979658,19,15,3,1,869,846
117290,40.744325,-73.972997,19,15,3,0,869,846
117300,40.76054,-73.990987,19,22,3,1,869,846
117300,40.736302,-73.989698,19,22,1,0,869,846
117310,40.712158,-74.009735,20,8,3,1,869,846
117310,40.76451,-73.97408699999998,20,8,3,0,869,846
117320,40.755983,-73.991032,23,10,3,1,869,846
117320,40.751002,-73.97594999999998,23,10,3,0,869,846
117330,40.751658,-73.993778,20,8,3,1,869,846
117330,40.766535,-73.98649,20,8,3,0,869,846
117340,40.749738,-73.992603,11,21,3,1,869,846
117340,40.750887,-73.978477,11,21,1,0,869,846
117350,40.645228,-73.791695,20,8,1,1,869,846
117350,40.792495,-73.976747,20,8,3,0,869,846
117360,40.741547,-73.99375499999998,13,0,3,1,869,846
117360,40.748472,-73.980253,13,0,1,0,869,846
117370,40.754065,-73.97453199999998,22,10,3,1,869,846
117370,40.774475,-73.872207,22,10,3,0,869,846
117380,40.785092,-73.949242,20,8,1,1,869,846
117380,40.739857,-74.00078999999998,20,8,3,0,869,846
117390,40.748655,-74.00725,19,23,3,1,869,846
117390,40.750085,-73.994963,19,23,3,0,869,846
117400,40.758457,-73.972587,11,21,3,1,869,846
117400,40.77907,-73.958017,11,22,1,0,869,846
117410,40.750722,-73.981767,23,14,1,1,869,846
117410,40.753287,-73.97831999999998,23,14,3,0,870,846
117420,40.752623,-73.974993,14,12,3,1,870,846
117420,40.773235,-73.95883499999998,14,12,1,0,870,846
117430,40.785087,-73.980637,20,8,1,1,870,846
117430,40.768762,-73.98178299999998,20,8,1,0,870,846
117440,40.69499,-73.992098,20,8,3,1,870,847
117440,40.702525,-73.989025,20,8,3,0,870,847
117450,40.767778,-73.956062,20,8,3,1,870,847
117450,40.761627,-73.96866699999998,20,8,3,0,870,847
117460,40.550967,-74.46634,20,8,1,1,870,847
117460,40.516378,-74.52721699999998,20,8,3,0,870,847
117470,40.734287,-73.98156,23,17,1,1,870,847
117470,40.747848,-73.983875,23,18,3,0,870,847
117480,40.7714,-73.922815,20,8,1,1,870,847
117480,40.7274,-73.995513,20,8,3,0,870,847
117490,40.731205,-73.991622,20,8,1,1,870,847
117490,40.7222,-73.999025,20,8,3,0,870,847
117500,40.728083,-73.98491199999998,20,0,3,1,870,847
117500,40.750982,-73.986993,20,0,3,0,870,847
117510,40.725595,-73.98385,20,0,3,1,870,847
117510,40.723618,-73.951458,20,0,1,0,870,847
117520,40.721743,-73.98496799999998,20,0,1,1,870,847
117520,40.718348,-73.94977299999998,20,0,3,0,870,847
117530,40.726103,-73.991763,20,0,1,1,870,847
117530,40.739737,-73.992738,20,0,1,0,870,847
117540,40.761187,-73.98756,20,0,1,1,870,847
117540,40.720762,-73.988015,20,0,1,0,870,847
117550,40.754715,-73.987707,20,0,3,1,871,847
117550,40.735187,-73.995677,20,0,3,0,871,847
117560,40.74169,-74.00463,19,20,3,1,871,847
117560,40.717362,-74.00996499999998,19,21,3,0,871,847
117570,40.732007,-73.985325,20,0,1,1,871,847
117570,40.72224,-73.98635,20,0,3,0,871,848
117580,40.76026,-73.98713499999998,19,21,3,1,871,848
117580,40.764015,-73.976443,19,21,1,0,871,848
117590,40.713937,-73.94934999999998,20,0,3,1,871,848
117590,40.695175,-73.932287,20,0,3,0,871,848
117600,40.748845,-73.98234999999998,20,0,3,1,871,848
117600,40.752627,-73.978798,20,0,3,0,871,848
117610,40.710103,-74.009478,19,21,3,1,871,848
117610,40.718503,-74.006828,19,21,3,0,871,848
117620,40.761568,-73.97134699999998,19,21,3,1,871,848
117620,40.760605,-73.97439699999998,19,21,1,0,871,848
117630,40.721325,-74.001467,20,0,3,1,871,848
117630,40.733027,-73.989917,20,0,3,0,871,848
117640,40.738697,-73.98525499999998,19,20,3,1,871,848
117640,40.729323,-73.95753499999998,19,21,3,0,871,848
117650,40.726962,-73.98574999999998,20,0,3,1,871,848
117650,40.750155,-73.991372,20,0,3,0,871,848
117660,40.782118,-73.972002,20,0,3,1,871,848
117660,40.769685,-73.951728,20,0,3,0,871,848
117670,40.733483,-73.995537,19,20,3,1,871,848
117670,40.768302,-73.955803,19,21,3,0,871,848
