tid,lat,lon,day,hour,payment_type,pickup_dropoff,tid2,tid3
34980,40.737675,-73.98802899999998,6,4,0,1,259,250
34980,40.759778,-73.988073,6,5,2,0,259,250
34990,40.74849,-73.97320399999998,6,23,0,1,259,250
34990,40.791923,-73.97533699999998,6,23,2,0,259,250
35000,40.774497,-73.963633,7,16,0,1,259,250
35000,40.780974,-73.958757,7,16,0,0,259,250
35010,40.735892,-73.979408,6,23,2,1,259,250
35010,40.767322,-73.989969,6,23,4,0,259,250
35020,40.765033,-73.986897,7,2,0,1,259,250
35020,40.750158,-73.991319,7,2,2,0,259,250
35030,40.752527,-73.978256,3,8,2,1,259,250
35030,40.752007,-73.987768,3,8,0,0,259,250
35040,40.679135,-73.955453,19,3,3,1,259,250
35040,40.714082,-73.941748,19,3,3,0,259,250
35050,40.754985,-73.964105,19,7,3,1,259,250
35050,40.840015,-73.942735,19,8,1,0,259,250
35060,40.713173,-74.00635,19,8,3,1,259,250
35060,40.72617,-74.00364299999998,19,8,1,0,260,250
35070,40.763713,-73.977303,19,8,1,1,260,250
35070,40.774223,-73.96378,19,8,1,0,260,250
35080,40.751087,-73.991123,19,8,3,1,260,250
35080,40.756302,-73.976595,19,8,1,0,260,250
35090,40.765657,-73.96066299999998,19,3,3,1,260,251
35090,40.77039,-73.927372,19,3,3,0,260,251
35100,40.756952,-73.98989799999998,18,19,3,1,260,251
35100,40.766285,-73.954823,18,20,3,0,260,251
35110,40.645262,-73.780465,18,22,1,1,260,251
35110,40.719113,-74.00479199999998,18,22,1,0,260,251
35120,40.811302,-73.962287,19,8,3,1,260,251
35120,40.796267,-73.96953999999998,19,8,3,0,260,251
35130,40.701807,-73.98968999999998,19,8,1,1,260,251
35130,40.71208,-74.008615,19,8,1,0,260,251
35140,40.770235,-73.99137799999998,19,7,3,1,260,251
35140,40.753253,-73.98753,19,8,3,0,260,251
35150,40.752003,-73.97784299999998,19,8,3,1,260,251
35150,40.757012,-73.985462,19,8,3,0,260,251
35160,40.717148,-74.012275,18,10,1,1,260,251
35160,40.764047,-73.976642,18,10,3,0,260,251
35170,40.784502,-73.97099799999998,19,8,3,1,260,251
35170,40.787827,-73.955667,19,8,1,0,260,251
35180,40.73032,-73.983315,19,23,3,1,260,251
35180,40.746147,-73.977125,19,23,3,0,260,251
35190,40.771243,-73.982315,19,8,3,1,260,251
35190,40.778967,-73.984865,19,8,3,0,260,251
35200,40.750458,-73.980637,19,8,1,1,261,251
35200,40.759368,-73.97475199999998,19,8,3,0,261,251
35210,40.741985,-73.98303699999998,19,7,1,1,261,251
35210,40.713943,-74.01026299999998,19,8,3,0,261,251
35220,40.765397,-73.957873,18,22,1,1,261,251
35220,40.759365,-73.968492,18,22,3,0,261,251
35230,40.73802,-74.00557499999998,19,17,3,1,261,251
35230,40.746427,-73.991635,19,17,3,0,261,251
35240,40.764123,-73.96893199999998,12,17,3,1,261,251
35240,40.771928,-73.96355,12,17,3,0,261,251
35250,40.765218,-73.98780999999998,19,17,1,1,261,251
35250,40.752278,-73.993787,19,17,3,0,261,251
35260,40.861745,-73.91097,8,0,3,1,261,251
35260,40.876753,-73.91806699999998,8,0,3,0,261,251
35270,40.764848,-73.978463,19,17,3,1,261,251
35270,40.758762,-73.963918,19,17,3,0,261,251
35280,40.761897,-73.985737,12,15,1,1,261,251
35280,40.750382,-73.991252,12,15,3,0,261,251
35290,40.769057,-73.983382,19,13,3,1,261,252
35290,40.761895,-73.993087,19,13,3,0,261,252
35300,40.767733,-73.985595,12,5,3,1,261,252
35300,40.759057,-73.97918,12,5,1,0,261,252
35310,40.732608,-74.006422,12,7,1,1,261,252
35310,40.761185,-73.98716799999998,12,7,3,0,261,252
35320,40.774605,-73.982183,12,18,3,1,261,252
35320,40.773592,-73.95546799999998,12,18,1,0,261,252
35330,40.731967,-73.993762,19,17,3,1,261,252
35330,40.731967,-73.993762,19,17,3,0,262,252
35340,40.736255,-73.99762699999998,19,11,3,1,262,252
35340,40.774555,-73.959737,19,12,3,0,262,252
35350,40.753772,-73.969423,19,17,3,1,262,252
35350,40.733865,-73.98094299999998,19,17,1,0,262,252
35360,40.735467,-74.008632,12,19,3,1,262,252
35360,40.75726,-73.999592,12,19,1,0,262,252
35370,40.71768,-73.998303,19,17,1,1,262,252
35370,40.759028,-73.984325,19,17,3,0,262,252
35380,40.703202,-74.011982,19,17,1,1,262,252
35380,40.724183,-73.997363,19,17,3,0,262,252
35390,40.773348,-73.982448,13,16,3,1,262,252
35390,40.739143,-73.999142,13,17,1,0,262,252
35400,40.73447,-73.98625,19,17,3,1,262,252
35400,40.744945,-73.99148499999998,19,17,1,0,262,252
35410,40.780803,-73.958713,19,17,1,1,262,252
35410,40.809167,-73.959458,19,17,3,0,262,252
35420,40.774112,-73.96578499999998,19,17,3,1,262,252
35420,40.758653,-73.985383,19,17,1,0,262,252
35430,40.751,-73.99416999999998,12,8,1,1,262,252
35430,40.760793,-73.97574299999998,12,8,1,0,262,252
35440,40.742638,-74.000348,18,19,3,1,262,252
35440,40.760262,-73.99409,18,19,3,0,262,252
35450,40.758573,-73.96309499999998,18,19,3,1,262,253
35450,40.755655,-73.973178,18,19,3,0,262,253
35460,40.771468,-73.96494,18,19,1,1,262,253
35460,40.780377,-73.97976,18,19,1,0,262,253
35470,40.756943,-73.972942,18,19,3,1,263,253
35470,40.760782,-73.984442,18,19,3,0,263,253
35480,40.760478,-73.989222,18,19,3,1,263,253
35480,40.768013,-73.952635,18,19,3,0,263,253
35490,40.751032,-73.99037,19,13,3,1,263,253
35490,40.76218,-73.968067,19,13,3,0,263,253
35500,40.761128,-73.969245,19,8,3,1,263,253
35500,40.753648,-73.97451499999998,19,8,3,0,263,253
35510,40.779423,-73.95939,19,8,3,1,263,253
35510,40.768885,-73.95227199999998,19,8,3,0,263,253
35520,40.775938,-73.989877,19,13,3,1,263,253
35520,40.778643,-73.981735,19,13,1,0,263,253
35530,40.773633,-73.959818,19,8,3,1,263,253
35530,40.748863,-73.987457,19,8,1,0,263,253
35540,40.748282,-73.97339499999998,19,8,3,1,263,253
35540,40.739313,-73.97856799999998,19,8,1,0,263,253
35550,40.780573,-73.97657499999998,19,8,1,1,263,253
35550,40.757182,-73.97825299999998,19,8,3,0,263,253
35560,40.775207,-73.96092299999998,18,19,1,1,263,253
35560,40.805008,-73.938888,18,19,3,0,263,253
35570,40.716622,-74.012742,19,8,1,1,263,253
35570,40.722178,-73.998368,19,8,3,0,263,253
35580,40.790262,-73.96572,19,8,1,1,263,253
35580,40.773562,-73.947742,19,8,1,0,263,253
35590,40.7691,-73.96115,19,8,1,1,263,253
35590,40.779062,-73.960193,19,8,3,0,263,253
35600,40.759808,-73.99187999999998,18,19,1,1,263,253
35600,40.753853,-73.981638,18,19,3,0,264,253
35610,40.763565,-73.97002,18,19,1,1,264,253
35610,40.746413,-73.99325,18,19,3,0,264,253
35620,40.723265,-73.99292699999998,18,19,3,1,264,253
35620,40.720462,-73.99395199999998,18,19,3,0,264,253
35630,40.737793,-73.99016,19,8,3,1,264,253
35630,40.753417,-73.972673,19,8,3,0,264,253
35640,40.758665,-73.98594,18,19,1,1,264,254
35640,40.758933,-73.96445199999998,18,19,3,0,264,254
35650,40.76748,-73.965953,17,19,1,1,264,254
35650,40.77554,-73.95045,17,19,1,0,264,254
35660,40.70263,-74.011808,17,19,1,1,264,254
35660,40.717668,-73.99228499999998,17,19,1,0,264,254
35670,40.716733,-74.01504,17,19,1,1,264,254
35670,40.72805,-74.00238,17,19,3,0,264,254
35680,40.752255,-73.99329,18,21,3,1,264,254
35680,40.789028,-73.97202199999998,18,21,1,0,264,254
35690,40.715757,-73.986857,18,21,3,1,264,254
35690,40.752097,-73.985393,18,21,3,0,264,254
35700,40.779557,-73.977332,17,19,1,1,264,254
35700,40.78846,-73.97427299999998,17,19,3,0,264,254
35710,40.717447,-73.99909499999998,17,19,3,1,264,254
35710,40.753107,-73.966542,17,19,3,0,264,254
35720,40.725485,-73.98397799999998,17,19,3,1,264,254
35720,40.722532,-74.000353,17,19,1,0,264,254
35730,40.717203,-73.99541,18,21,3,1,264,254
35730,40.751627,-73.976282,18,21,3,0,264,254
35740,40.764865,-73.97847199999998,17,19,3,1,265,254
35740,40.756137,-73.985302,17,19,3,0,265,254
35750,40.766593,-73.960372,17,19,3,1,265,254
35750,40.769207,-73.982353,17,19,1,0,265,254
35760,40.762743,-73.970963,18,17,3,1,265,254
35760,40.748657,-73.991147,18,18,3,0,265,254
35770,40.72616,-74.00752799999998,18,14,1,1,265,254
35770,40.729215,-73.98420199999998,18,14,3,0,265,254
35780,40.758823,-73.96553299999998,18,12,1,1,265,254
35780,40.727398,-73.98690999999998,18,12,1,0,265,254
35790,40.77541,-73.95702699999998,17,19,3,1,265,254
35790,40.764045,-73.954143,17,19,1,0,265,254
35800,40.692307,-73.988898,18,12,3,1,265,254
35800,40.692307,-73.988898,18,12,3,0,265,254
35810,40.745872,-73.982225,18,14,1,1,265,254
35810,40.769663,-73.952478,18,14,3,0,265,254
35820,40.78949,-73.966193,17,19,3,1,265,255
35820,40.805708,-73.940573,17,19,3,0,265,255
35830,40.74262,-73.97434699999998,11,8,3,1,265,255
35830,40.753855,-73.989582,11,9,1,0,265,255
35840,40.74451,-73.99105299999998,18,18,1,1,265,255
35840,40.75766,-73.96539699999998,18,18,1,0,265,255
35850,40.765167,-73.98231199999998,19,1,3,1,265,255
35850,40.747362,-73.972245,19,1,1,0,265,255
35860,40.742662,-73.984488,14,0,1,1,265,255
35860,40.760983,-73.987027,14,0,3,0,265,255
35870,40.726137,-73.991273,19,1,3,1,265,255
35870,40.740017,-74.005477,19,2,1,0,266,255
35880,40.780157,-73.975147,13,20,1,1,266,255
35880,40.718118,-73.993948,13,21,3,0,266,255
35890,40.75323,-73.98355499999998,13,22,3,1,266,255
35890,40.753848,-73.98420299999998,13,22,3,0,266,255
35900,40.713872,-73.951525,19,1,3,1,266,255
35900,40.71484,-73.94230799999998,19,1,3,0,266,255
35910,40.716582,-74.016177,11,7,1,1,266,255
35910,40.76267,-73.972097,11,8,3,0,266,255
35920,40.764608,-73.991793,14,9,3,1,266,255
35920,40.758328,-73.97687,14,10,3,0,266,255
35930,40.73932,-73.99921299999998,13,23,3,1,266,255
35930,40.734382,-73.990933,13,23,3,0,266,255
35940,40.754052,-73.969105,19,1,1,1,266,255
35940,40.74463,-73.956283,19,1,3,0,266,255
35950,40.721103,-73.997747,19,1,1,1,266,256
35950,40.726843,-73.996663,19,1,1,0,266,256
35960,40.776483,-73.960362,10,22,1,1,266,256
35960,40.731868,-73.97973299999998,10,23,1,0,266,256
35970,40.722572,-73.987663,19,1,1,1,266,256
35970,40.846332,-73.918153,19,1,3,0,266,256
35980,40.739923,-74.002887,10,14,3,1,266,256
35980,40.758805,-73.99620199999998,10,14,3,0,266,256
35990,40.798373,-73.969115,12,11,1,1,266,256
35990,40.788277,-73.94467,12,11,3,0,266,256
36000,40.766453,-73.95232699999998,11,12,1,1,266,256
36000,40.766143,-73.981982,11,12,3,0,266,256
36010,40.771052,-73.885397,19,10,1,1,267,256
36010,40.754895,-73.970663,19,10,3,0,267,256
36020,40.762953,-73.969387,18,21,1,1,267,256
36020,40.735313,-74.001818,18,22,1,0,267,256
36030,40.745703,-73.978178,19,10,1,1,267,256
36030,40.76299,-73.974332,19,10,3,0,267,256
36040,40.742715,-73.99298799999998,19,6,1,1,267,256
36040,40.763042,-73.97999299999998,19,6,1,0,267,256
36050,40.767142,-73.98247499999998,17,19,3,1,267,256
36050,40.77704,-73.94799999999998,17,19,3,0,267,256
36060,40.760965,-73.960848,19,6,3,1,267,256
36060,40.765527,-73.955197,19,6,3,0,267,256
36070,40.762978,-73.98146699999998,19,6,3,1,267,256
36070,40.770382,-73.98184,19,6,1,0,267,256
36080,40.742273,-73.988113,17,19,3,1,267,256
36080,40.738938,-73.991673,17,19,1,0,267,256
36090,40.762728,-73.96769,17,19,1,1,267,256
36090,40.76536,-73.98009299999998,17,19,3,0,267,256
36100,40.725153,-73.99231799999998,18,15,1,1,267,256
36100,40.774177,-73.871137,18,16,3,0,267,256
36110,40.738427,-73.987988,17,19,3,1,267,256
36110,40.753702,-73.972567,17,19,3,0,267,257
36120,40.700888,-73.97605,19,6,3,1,267,257
36120,40.698238,-73.96879699999998,19,6,3,0,267,257
36130,40.76853,-73.965303,19,6,3,1,267,257
36130,40.770357,-73.983002,19,6,3,0,267,257
36140,40.752113,-73.975128,19,6,3,1,267,257
36140,40.746488,-73.972735,19,6,1,0,268,257
36150,40.740165,-73.991653,17,19,1,1,268,257
36150,40.79686,-73.97083499999998,17,19,1,0,268,257
36160,40.735643,-74.005887,17,19,1,1,268,257
36160,40.740558,-74.006493,17,19,1,0,268,257
36170,40.760792,-73.96105699999998,17,19,1,1,268,257
36170,40.742367,-73.999162,17,19,3,0,268,257
36180,40.77141,-73.953377,17,19,3,1,268,257
36180,40.775068,-73.950817,17,19,3,0,268,257
36190,40.760682,-73.95713,18,23,3,1,268,257
36190,40.761602,-73.992305,18,23,3,0,268,257
36200,40.774688,-73.98634699999998,19,6,3,1,268,258
36200,40.757618,-73.97468999999998,19,6,3,0,268,258
36210,40.762568,-73.978583,19,6,3,1,268,258
36210,40.757523,-73.969308,19,6,1,0,268,258
36220,40.762965,-73.933852,19,6,3,1,268,258
36220,40.764118,-73.995913,19,6,3,0,268,258
36230,40.79345,-73.973065,19,17,3,1,268,258
36230,40.648772,-73.78279499999998,19,17,3,0,268,258
36240,40.748193,-73.985005,9,13,1,1,268,258
36240,40.753075,-73.971472,9,13,1,0,268,258
36250,40.751443,-73.97601,19,17,3,1,268,258
36250,40.757548,-73.991073,19,18,1,0,268,258
36260,40.730548,-73.989327,19,17,1,1,268,258
36260,40.722925,-73.99904499999998,19,18,1,0,268,258
36270,40.764912,-73.95525999999998,9,15,3,1,268,258
36270,40.759898,-73.958792,9,15,3,0,268,258
36280,40.728745,-74.005307,19,17,1,1,269,258
36280,40.785478,-73.95398799999998,19,17,3,0,269,258
36290,40.544683,-73.83493,19,16,1,1,269,258
36290,40.643388,-73.842015,19,18,3,0,269,258
36300,40.761657,-73.96667499999998,19,17,1,1,269,258
36300,40.788422,-73.970758,19,18,3,0,269,258
36310,40.72123,-73.99355799999998,8,8,1,1,269,258
36310,40.648773,-73.782373,8,8,3,0,269,258
36320,40.780077,-73.96142299999998,19,17,3,1,269,258
36320,40.743932,-73.980548,19,18,3,0,269,258
36330,40.760638,-73.983683,19,17,3,1,269,258
36330,40.755448,-73.973743,19,18,1,0,269,258
36340,40.764017,-73.973982,19,17,3,1,269,258
36340,40.734543,-73.99060299999998,19,18,1,0,269,258
36350,40.764812,-73.95532699999998,12,18,3,1,269,258
36350,40.762957,-73.967735,12,18,3,0,269,258
36360,40.645257,-73.79162499999998,19,16,1,1,269,258
36360,40.706257,-74.01679699999998,19,18,3,0,269,258
36370,40.761155,-73.99932699999998,12,19,1,1,269,258
36370,40.7166,-74.009135,12,19,3,0,269,258
36380,40.749882,-73.98246799999998,19,17,3,1,269,258
36380,40.764508,-73.995615,19,18,3,0,269,258
36390,40.746147,-73.97942999999998,12,19,3,1,269,258
36390,40.757657,-73.983018,12,20,3,0,269,259
36400,40.888678,-73.828333,19,17,3,1,269,259
36400,40.888678,-73.828333,19,18,3,0,269,259
36410,40.737948,-73.99996799999998,8,20,1,1,269,259
36410,40.737592,-73.976257,8,20,3,0,270,259
36420,40.774047,-73.87480999999998,19,17,1,1,270,259
36420,40.77377,-73.981702,19,17,3,0,270,259
36430,40.745908,-73.977867,19,1,3,1,270,259
36430,40.775618,-73.95618799999998,19,1,1,0,270,259
36440,40.745212,-73.976657,9,7,1,1,270,259
36440,40.72907,-74.006597,9,7,3,0,270,259
36450,40.77677,-73.921458,19,0,1,1,270,259
36450,40.67507,-73.96078799999998,19,1,3,0,270,259
36460,40.75422,-73.986222,19,0,3,1,270,259
36460,40.74956,-73.980772,19,1,1,0,270,259
36470,40.718438,-73.99063499999998,9,18,1,1,270,259
36470,40.751403,-73.971022,9,19,1,0,270,259
36480,40.731012,-74.001137,19,0,1,1,270,260
36480,40.789185,-73.97027799999998,19,1,1,0,270,260
36490,40.756783,-73.99346199999998,19,0,3,1,270,260
36490,40.742083,-73.88585999999998,19,1,3,0,270,260
36500,40.766572,-73.969178,13,9,3,1,270,260
36500,40.755223,-73.973737,13,9,3,0,270,260
36510,40.752223,-73.993385,19,1,3,1,270,260
36510,40.778447,-73.981753,19,1,3,0,270,260
36520,40.759902,-73.96495199999998,19,1,1,1,270,260
36520,40.761687,-73.974458,19,1,3,0,270,260
36530,40.767722,-73.955923,19,1,3,1,270,260
36530,40.775168,-73.981605,19,1,3,0,270,260
36540,40.776808,-73.94636,13,8,3,1,270,260
36540,40.754795,-73.986828,13,8,1,0,270,260
36550,40.714183,-73.99746,19,0,3,1,271,260
36550,40.721705,-73.99195799999998,19,1,3,0,271,260
36560,40.735035,-73.989053,19,1,1,1,271,260
36560,40.738622,-73.978648,19,1,3,0,271,260
36570,40.734778,-73.999125,9,19,3,1,271,260
36570,40.724437,-73.98914499999998,9,19,3,0,271,260
36580,40.732415,-74.00369,8,18,1,1,271,260
36580,40.744593,-73.99165499999998,8,18,1,0,271,260
36590,40.746315,-73.97647999999998,19,1,3,1,271,260
36590,40.73485,-73.97552299999998,19,1,3,0,271,260
36600,40.72013,-73.988337,19,1,3,1,271,260
36600,40.72303,-73.97956499999998,19,1,3,0,271,260
36610,40.759092,-73.97569,13,17,1,1,271,260
36610,40.778923,-73.97627,13,17,1,0,271,260
36620,40.759357,-73.97995299999998,19,1,1,1,271,260
36620,40.736288,-73.99813,19,1,1,0,271,260
36630,40.785977,-73.978598,19,12,1,1,271,260
36630,40.759582,-73.975843,19,12,1,0,271,261
36640,40.784963,-73.97910199999998,8,17,3,1,271,261
36640,40.763567,-73.965648,8,17,1,0,271,261
36650,40.711357,-74.008932,8,19,3,1,271,261
36650,40.702718,-74.01327999999998,8,19,3,0,271,261
36660,40.728023,-74.0073,19,12,1,1,271,261
36660,40.743748,-73.992052,19,12,3,0,271,261
36670,40.720387,-73.98924499999998,8,19,3,1,271,261
36670,40.74797,-73.985065,8,19,3,0,271,261
36680,40.770298,-73.960153,13,15,3,1,271,261
36680,40.779408,-73.955262,13,15,3,0,272,261
36690,40.758968,-73.97882699999998,19,12,3,1,272,261
36690,40.756602,-73.98661699999998,19,12,1,0,272,261
36700,40.708127,-74.01280199999998,19,12,3,1,272,261
36700,40.720748,-74.00940699999998,19,12,3,0,272,261
36710,40.765188,-73.981532,19,12,3,1,272,261
36710,40.759313,-73.982128,19,12,3,0,272,261
36720,40.775157,-73.98777699999998,19,12,1,1,272,261
36720,40.646817,-73.781272,19,12,1,0,272,261
36730,40.775893,-73.985982,19,12,3,1,272,261
36730,40.768768,-73.963257,19,12,1,0,272,261
36740,40.821658,-73.95407,14,17,1,1,272,262
36740,40.768368,-73.861772,14,17,1,0,272,262
36750,40.711312,-74.017263,13,0,3,1,272,262
36750,40.691612,-73.99640499999998,13,0,3,0,272,262
36760,40.724927,-73.998328,13,1,3,1,272,262
36760,40.721462,-74.005173,13,1,3,0,272,262
36770,40.725552,-74.004293,12,23,1,1,272,262
36770,40.711178,-74.006488,12,23,3,0,272,262
36780,40.733895,-74.002707,14,20,1,1,272,262
36780,40.77668,-73.975453,14,20,3,0,272,262
36790,40.73235,-73.994303,19,12,3,1,272,262
36790,40.745515,-73.98232799999998,19,12,3,0,272,262
36800,40.75138,-73.97642999999998,19,12,1,1,272,262
36800,40.741095,-73.98547499999998,19,12,3,0,272,262
36810,40.71039,-74.010698,19,12,3,1,272,262
36810,40.713805,-73.999545,19,12,1,0,272,262
36820,40.751822,-73.98814299999998,19,12,3,1,273,262
36820,40.757563,-73.97863499999998,19,12,3,0,273,262
36830,40.751282,-73.99400699999998,18,16,3,1,273,262
36830,40.690347,-74.17765699999998,18,16,1,0,273,262
36840,40.774888,-73.954013,18,23,3,1,273,262
36840,40.719223,-74.00360999999998,18,23,3,0,273,262
36850,40.727905,-74.002108,18,16,3,1,273,262
36850,40.720397,-73.98044199999998,18,16,1,0,273,262
36860,40.725987,-74.00754499999998,18,23,3,1,273,262
36860,40.742062,-73.997258,18,23,3,0,273,262
36870,40.740265,-74.007678,19,2,1,1,273,262
36870,40.746365,-74.005277,19,2,3,0,273,262
36880,40.727955,-73.99870199999998,18,23,3,1,273,262
36880,40.71861,-73.983405,18,23,3,0,273,262
36890,40.741245,-73.986007,18,23,3,1,273,262
36890,40.730137,-73.98380199999998,18,23,3,0,273,262
36900,40.754585,-73.968815,18,23,1,1,273,262
36900,40.76999,-73.95147,18,23,3,0,273,262
36910,40.754017,-73.982155,18,16,3,1,273,262
36910,40.756363,-73.98905499999998,18,16,3,0,273,262
36920,40.759987,-73.99020799999998,18,23,3,1,273,263
36920,40.76213,-73.998835,18,23,3,0,273,263
36930,40.76073,-73.977878,18,23,3,1,273,263
36930,40.75917,-73.96688799999998,18,23,1,0,273,263
36940,40.762038,-73.984223,18,23,3,1,273,263
36940,40.764633,-73.96890299999998,18,23,3,0,273,263
36950,40.738243,-74.00931699999998,18,16,3,1,273,263
36950,40.738187,-74.009303,18,16,1,0,274,263
36960,40.783142,-73.98061199999998,18,23,3,1,274,263
36960,40.764082,-73.960807,18,23,1,0,274,263
36970,40.766367,-73.986878,18,16,3,1,274,263
36970,40.746052,-74.001698,18,16,3,0,274,263
36980,40.755328,-73.96242499999998,18,16,3,1,274,263
36980,40.764555,-73.96861199999998,18,16,3,0,274,263
36990,40.757212,-74.001025,18,16,1,1,274,263
36990,40.719998,-74.001237,18,16,3,0,274,263
37000,40.70234,-74.012815,18,16,1,1,274,263
37000,40.76815,-73.86152,18,16,3,0,274,263
37010,40.747582,-73.983068,18,16,1,1,274,263
37010,40.765322,-73.98403999999998,18,16,1,0,274,263
37020,40.733262,-73.993525,18,23,3,1,274,263
37020,40.774603,-73.98223799999998,18,23,1,0,274,263
37030,40.75098,-73.99410799999998,18,12,3,1,274,263
37030,40.757493,-73.970453,18,13,3,0,274,264
37040,40.725837,-74.007503,10,17,3,1,274,264
37040,40.736947,-73.98675699999998,10,18,3,0,274,264
37050,40.756107,-73.9739,14,11,3,1,274,264
37050,40.758495,-74.000555,14,11,1,0,274,264
37060,40.764488,-73.97289,8,13,3,1,274,264
37060,40.76431,-73.9753,8,14,3,0,274,264
37070,40.702515,-74.01137,18,13,3,1,274,264
37070,40.768237,-73.982377,18,13,3,0,274,264
37080,40.751223,-73.99440699999998,14,13,3,1,274,264
37080,40.76147,-73.986665,14,13,3,0,274,264
37090,40.72246,-73.98703999999998,14,4,1,1,275,264
37090,40.727482,-73.985437,14,4,3,0,275,264
37100,40.72613,-73.99483499999998,18,16,3,1,275,264
37100,40.72613,-73.99483499999998,18,16,3,0,275,264
37110,40.779572,-73.998328,18,13,3,1,275,264
37110,40.801457,-73.96765499999998,18,13,1,0,275,264
37120,40.763388,-73.96541,10,18,1,1,275,264
37120,40.781317,-73.9598,10,18,1,0,275,264
37130,40.763357,-73.985432,18,16,3,1,275,264
37130,40.754725,-73.984875,18,17,3,0,275,264
37140,40.731328,-73.98218199999998,19,11,3,1,275,264
37140,40.734932,-73.986242,19,12,1,0,275,264
37150,40.79731,-73.971635,19,11,3,1,275,265
37150,40.79121,-73.96871799999998,19,11,3,0,275,265
37160,40.751018,-73.98735,19,10,3,1,275,265
37160,40.751423,-73.98035,19,10,1,0,275,265
37170,40.740528,-74.001875,18,16,3,1,275,265
37170,40.75562,-73.964788,18,17,1,0,275,265
37180,40.716997,-74.014623,19,6,3,1,275,265
37180,40.75471,-73.98586799999998,19,6,1,0,275,265
37190,40.7595,-73.978615,19,10,3,1,275,265
37190,40.859525,-73.930518,19,10,1,0,275,265
37200,40.77191,-73.981457,19,10,3,1,275,265
37200,40.780247,-73.98095999999998,19,10,1,0,275,265
37210,40.759432,-73.980872,18,16,1,1,275,265
37210,40.761357,-73.968812,18,17,3,0,275,265
37220,40.707178,-74.01214299999998,19,10,1,1,275,265
37220,40.748877,-74.003202,19,10,3,0,276,265
37230,40.726625,-73.98314,18,23,1,1,276,265
37230,40.693158,-73.96998999999998,18,23,3,0,276,265
37240,40.738977,-73.98705699999998,19,21,3,1,276,265
37240,40.73432,-73.99082699999998,19,21,1,0,276,265
37250,40.64685,-73.779398,19,21,1,1,276,265
37250,40.770918,-73.95067799999998,19,21,3,0,276,265
37260,40.726652,-73.98473799999998,17,19,1,1,276,265
37260,40.748825,-73.99590999999998,17,20,1,0,276,265
37270,40.740517,-74.00569299999998,17,19,1,1,276,265
37270,40.721737,-74.003068,17,20,3,0,276,265
37280,40.731912,-74.00127,19,21,3,1,276,265
37280,40.7472,-73.97704799999998,19,21,3,0,276,265
37290,40.761005,-73.97473499999998,17,19,1,1,276,265
37290,40.72851,-74.00526999999998,17,20,3,0,276,265
37300,40.73941,-73.995275,18,23,1,1,276,265
37300,40.766382,-73.978432,19,0,3,0,276,265
37310,40.705392,-74.007317,18,23,1,1,276,265
37310,40.755885,-73.986345,18,23,3,0,276,265
37320,40.749515,-73.98165299999998,17,19,3,1,276,265
37320,40.729492,-74.00220299999998,17,20,3,0,276,265
37330,40.743102,-73.92718,17,20,3,1,276,265
37330,40.751193,-73.931392,17,20,3,0,276,266
37340,40.732402,-74.003555,17,19,3,1,276,266
37340,40.763777,-73.964758,17,20,1,0,276,266
37350,40.746938,-74.004732,17,20,1,1,276,266
37350,40.740313,-74.005238,17,20,3,0,276,266
37360,40.728467,-73.981898,18,21,3,1,277,266
37360,40.859117,-73.92770299999998,18,21,1,0,277,266
37370,40.747655,-73.986062,19,21,3,1,277,266
37370,40.780927,-73.95099,19,21,1,0,277,266
37380,40.74266,-73.982505,18,23,1,1,277,266
37380,40.74266,-73.982505,18,23,3,0,277,266
37390,40.738935,-73.98724699999998,18,23,1,1,277,266
37390,40.741483,-74.000438,19,0,1,0,277,266
37400,40.737822,-74.008167,14,0,3,1,277,266
37400,40.734288,-73.99257699999998,14,0,3,0,277,266
37410,40.777585,-73.98885199999998,17,20,3,1,277,266
37410,40.77205,-73.982208,17,20,3,0,277,266
37420,40.722308,-73.987043,20,0,1,1,277,266
37420,40.713243,-73.967387,20,0,1,0,277,266
37430,40.750422,-73.97858499999998,19,15,3,1,277,266
37430,40.746338,-73.98413999999998,19,16,1,0,277,266
37440,40.727103,-74.00564,19,15,3,1,277,266
37440,40.710873,-74.010518,19,16,3,0,277,267
37450,40.731732,-74.004008,19,15,3,1,277,267
37450,40.745713,-73.984387,19,16,3,0,277,267
37460,40.68775,-73.986945,20,0,3,1,277,267
37460,40.66178,-73.959745,20,0,1,0,277,267
37470,40.731103,-74.00134,20,0,1,1,277,267
37470,40.685507,-73.93855499999998,20,0,1,0,277,267
37480,40.772658,-73.953148,13,12,1,1,277,267
37480,40.76027,-73.96741299999998,13,12,1,0,277,267
37490,40.761015,-73.969218,19,15,1,1,277,267
37490,40.750142,-73.99130499999998,19,16,3,0,278,267
37500,40.725665,-73.997247,19,15,3,1,278,267
37500,40.75614,-73.97576499999998,19,16,3,0,278,267
37510,40.75123,-74.006697,19,15,1,1,278,267
37510,40.750555,-73.99454,19,15,3,0,278,267
37520,40.771042,-73.980883,19,15,3,1,278,268
37520,40.7523,-73.97209499999998,19,16,3,0,278,268
37530,40.742548,-73.98249699999998,20,0,3,1,278,268
37530,40.683578,-73.94766799999998,20,0,3,0,278,268
37540,40.743917,-74.006307,20,0,3,1,278,268
37540,40.748917,-73.995855,20,0,1,0,278,268
37550,40.684235,-73.97750999999998,20,0,3,1,278,268
37550,40.747762,-73.99471,20,0,3,0,278,268
37560,40.72769,-74.00128499999998,20,0,1,1,278,268
